Timestamp,SparkMax/////f2e4c326-a20a-4966-9422-e45ddde51ed1 Primary Encoder Velocity,SparkMax/////0b40ef0b-5702-416a-af0d-e1724e98f644 Brownout Sticky Warning,SparkMax/////f2e4c326-a20a-4966-9422-e45ddde51ed1 Current,SparkMax/////0b40ef0b-5702-416a-af0d-e1724e98f644 Primary Encoder Velocity,SparkMax/////0b40ef0b-5702-416a-af0d-e1724e98f644 Current,SparkMax/////cc596fcc-45e9-4a23-8b44-0e26a54f0d3d Brownout Warning,SparkMax/////cc596fcc-45e9-4a23-8b44-0e26a54f0d3d Primary Encoder Velocity,SparkMax/////cc596fcc-45e9-4a23-8b44-0e26a54f0d3d Current,SparkMax/////12c5eae9-f668-44de-a196-736add5fa54e Ext EEPROM Warning,SparkMax/////12c5eae9-f668-44de-a196-736add5fa54e Primary Encoder Velocity,SparkMax/////12c5eae9-f668-44de-a196-736add5fa54e Current,SparkMax/////f2e4c326-a20a-4966-9422-e45ddde51ed1 Ext EEPROM Sticky Warning
1771298584423,,,,-0.014518038369715214,,,,,,,,
1771298584446,,,21.42857142857141,,,,,,,,,
1771298584466,,,,,,0,,,,,,
1771298584484,,,,,0,,,,,,,
1771298584506,,,,,,,-0.01520285103470087,,,,,
1771298584547,,,,,,,,,0,,,
1771298584568,,,,,,,,0,,,,
1771298584589,,,,,,,,,,-103.57017517089844,,
1771298584613,,,,,,,,,,,,0
1771298584634,,,,,,,,,,,30.402930402930377,
1771298584655,-100.52584075927734,,,,,,,,,,,
1771298584675,,0,,,,,,,,,,
1771298584698,,,22.930402930402913,,,,,,,,,
1771298584720,,,,0.001506588771007955,,,,,,,,
1771298584760,,,,,,0,,,,,,
1771298584779,,,,,0.0366300366300366,,,,,,,
1771298584802,,,,,,,-0.0032871027942746878,,,,,
1771298584824,,,,,,,,,0,,,
1771298584843,,,,,,,,0,,,,
1771298584859,,,,,,,,,,-103.02643585205078,,
1771298584879,,,,,,,,,,,,0
1771298584900,,,,,,,,,,,28.24175824175822,
1771298584921,-102.32105255126953,,,,,,,,,,,
1771298584963,,,19.70695970695969,,,,,,,,,
1771298584982,,0,,,,,,,,,,
1771298585001,,,,,,0,,,,,,
1771298585018,,,,0.030542666092514992,,,,,,,,
1771298585035,,,,,,,0.03410369157791138,,,,,
1771298585074,,,,,0.1465201465201464,,,,,,,
1771298585095,,,,,,,,0,,,,
